DDR,
3250,1.00,
3260,1.00,
3270,1.00,
3280,1.00,
3290,1.00,
3300,1.00,
3310,1.00,
3320,1.00,
3330,1.00,
3340,1.00,
3350,1.00,
3360,1.00,
3370,1.00,
3380,1.00,
3390,1.00,
3400,1.00,
3410,1.00,
3420,1.00,
3430,1.00,
3440,1.00,
3450,1.00,
3460,1.00,
3470,1.00,
3480,1.00,
3490,1.00,
3500,1.00,
3510,1.00,
3520,1.00,
3530,1.00,
3540,1.00,
3550,1.00,
3560,1.00,
3570,1.00,
3580,1.00,
3590,1.00,
3600,1.00,
3610,1.00,
3620,1.00,
3630,1.00,
3640,1.00,
3650,1.00,
3660,1.00,
3670,1.00,
3680,1.00,
3690,1.00,
3700,1.00,
3710,1.00,
3720,1.00,
3730,1.00,
3740,1.00,
3750,1.00,
3760,1.00,
3770,1.00,
3780,1.00,
3790,1.00,
3800,1.00,
3810,1.00,
3820,1.00,
3830,1.00,
3840,1.00,
3850,1.00,
3860,1.00,
3870,1.00,
3880,1.00,
3890,1.00,
3900,1.00,
3910,1.00,
3920,1.00,
3930,1.00,
3940,1.00,
3950,1.00,
3960,1.00,
3970,1.00,
3980,1.00,
3990,1.00,
4000,1.00,
4010,1.00,
4020,1.00,
4030,1.00,
4040,1.00,
4050,1.00,
4060,1.00,
4070,1.00,
4080,1.00,
4090,1.00,
4100,1.00,
4110,1.00,
4120,1.00,
4130,1.00,
4140,1.00,
4150,1.00,
4160,1.00,
4170,1.00,
4180,1.00,
4190,1.00,
4200,1.00,
4210,1.00,
4220,1.00,
4230,1.00,
4240,1.00,
4250,1.00,
4260,1.00,
4270,1.00,
4280,1.00,
4290,1.00,
4300,1.00,
4310,1.00,
4320,1.00,
4330,1.00,
4340,1.00,
4350,1.00,
4360,1.00,
4370,1.00,
4380,1.00,
4390,1.00,
4400,1.00,
4410,1.00,
4420,1.00,
4430,1.00,
4440,1.00,
4450,1.00,
4460,1.00,
4470,1.00,
4480,1.00,
4490,1.00,
4500,1.00,
4510,1.00,
4520,1.00,
4530,1.00,
4540,1.00,
4550,1.00,
4560,1.00,
4570,1.00,
4580,1.00,
4590,1.00,
4600,1.00,
4610,1.00,
4620,1.00,
4630,1.00,
4640,1.00,
4650,1.00,
4660,1.00,
4670,1.00,
4680,1.00,
4690,1.00,
4700,1.00,
4710,1.00,
4720,1.00,
4730,1.00,
4740,1.00,
4750,1.00,
4760,1.00,
4770,1.00,
4780,1.00,
4790,1.00,
4800,1.00,
4810,1.00,
4820,1.00,
4830,1.00,
4840,1.00,
4850,1.00,
4860,1.00,
4870,1.00,
4880,1.00,
4890,1.00,
4900,1.00,
4910,1.00,
4920,1.00,
4930,1.00,
4940,1.00,
4950,1.00,
4960,1.00,
4970,1.00,
4980,1.00,
4990,1.00,
5000,1.00,
5010,1.00,
5020,1.00,
5030,1.00,
5040,1.00,
5050,1.00,
5060,1.00,
5070,1.00,
5080,1.00,
5090,1.00,
5100,1.00,
5110,1.00,
5120,1.00,
5130,1.00,
5140,1.00,
5150,1.00,
5160,1.00,
5170,1.00,
5180,1.00,
5190,1.00,
5200,1.00,
5210,1.00,
5220,1.00,
5230,1.00,
5240,1.00,
5250,1.00,
5260,1.00,
5270,1.00,
5280,1.00,
5290,1.00,
5300,1.00,
5310,1.00,
5320,1.00,
5330,1.00,
5340,1.00,
5350,1.00,
5360,1.00,
5370,1.00,
5380,1.00,
5390,1.00,
5400,1.00,
5410,1.00,
5420,1.00,
5430,1.00,
5440,1.00,
5450,1.00,
5460,1.00,
5470,1.00,
5480,1.00,
5490,1.00,
5500,1.00,
5510,1.00,
5520,1.00,
5530,1.00,
5540,1.00,
5550,1.00,
5560,1.00,
5570,1.00,
5580,1.00,
5590,1.00,
5600,1.00,
5610,1.00,
5620,1.00,
5630,1.00,
5640,1.00,
5650,1.00,
5660,1.00,
5670,1.00,
5680,1.00,
5690,1.00,
5700,1.00,
5710,1.00,
5720,1.00,
5730,1.00,
5740,1.00,
5750,1.00,
5760,1.00,
5770,1.00,
5780,1.00,
5790,1.00,
5800,1.00,
5810,1.00,
5820,1.00,
5830,1.00,
5840,1.00,
5850,1.00,
5860,1.00,
5870,1.00,
5880,1.00,
5890,1.00,
5900,1.00,
5910,1.00,
5920,1.00,
5930,1.00,
5940,1.00,
5950,1.00,
5960,1.00,
5970,1.00,
5980,1.00,
5990,1.00,
6000,1.00,
6010,1.00,
6020,1.00,
6030,1.00,
6040,1.00,
6050,1.00,
6060,1.00,
6070,1.00,
6080,1.00,
6090,1.00,
6100,1.00,
6110,1.00,
6120,1.00,
6130,1.00,
6140,1.00,
6150,1.00,
6160,1.00,
6170,1.00,
6180,1.00,
6190,1.00,
6200,1.00,
6210,1.00,
6220,1.00,
6230,1.00,
6240,1.00,
6250,1.00,
6260,1.00,
6270,1.00,
6280,1.00,
6290,1.00,
6300,1.00,
6310,1.00,
6320,1.00,
6330,1.00,
6340,1.00,
6350,1.00,
6360,1.00,
6370,1.00,
6380,1.00,
6390,1.00,
6400,1.00,
6410,1.00,
6420,1.00,
6430,1.00,
6440,1.00,
6450,1.00,
6460,1.00,
6470,1.00,
6480,1.00,
6490,1.00,
